LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
8347-7,"Body weight^pre dialysis",Mass,Pt,^Patient,Qn,Measured,BDYWGT.MOLEC,2.73,ACTIVE,2,,,kg;lb,"Body weight Measured --pre dialysis",[lb_av];kg,1.0h(2),false,"Body weight^pre dialysis:Mass:Pt:^Patient:Qn:Measured"
8348-5,"Body weight^pre pregnancy",Mass,Pt,^Patient,Qn,Measured,BDYWGT.MOLEC,2.73,ACTIVE,2,,,kg;lb,"Body weight Measured --pre pregnancy",[lb_av];kg,1.0h(2),false,"Body weight^pre pregnancy:Mass:Pt:^Patient:Qn:Measured"
8350-1,"Body weight^with clothes",Mass,Pt,^Patient,Qn,Measured,BDYWGT.MOLEC,2.69,ACTIVE,2,,,kg;lb,"Body weight Measured --with clothes",[lb_av];kg,1.0h(2),false,"Body weight^with clothes:Mass:Pt:^Patient:Qn:Measured"
8351-9,"Body weight^without clothes",Mass,Pt,^Patient,Qn,Measured,BDYWGT.MOLEC,2.69,ACTIVE,2,,,kg;lb,"Body weight Measured --without clothes",[lb_av];kg,1.0h(2),false,"Body weight^without clothes:Mass:Pt:^Patient:Qn:Measured"
8345-1,"Body weight^post partum",Mass,Pt,^Patient,Qn,Measured,BDYWGT.MOLEC,2.69,ACTIVE,2,,,kg;lb,"Body weight Measured --post partum",[lb_av];kg,1.0h(2),false,"Body weight^post partum:Mass:Pt:^Patient:Qn:Measured"
55418-8,"Weight & Height tracking panel",-,Pt,^Patient,-,,PANEL.PHR,2.66,ACTIVE,2,Order,,,"Weight and Height tracking panel",,2.27,true,"Weight & Height tracking panel:-:Pt:^Patient:-:"
77249-1,"Weight management summary - recommended IHE set",-,Pt,{Setting},-,,PANEL.DOC,2.56,TRIAL,2,Order,,,"Weight management summary - recommended IHE set",,2.52,true,"Weight management summary - recommended IHE set:-:Pt:{Setting}:-:"
11769-7,"Body weight percentile range",Prctl,Pt,^Patient,Ord,"Categorization by comparison with standards",OB.US,2.34,ACTIVE,2,Observation,,,"Body weight percentile range Categorization by comparison with standards",,1.0j-a,false,"Body weight percentile range:Prctl:Pt:^Patient:Ord:Categorization by comparison with standards"
69460-4,"Body weight^pre current pregnancy",Mass,Pt,^Mother,Qn,,BDYWGT.MOLEC,2.69,ACTIVE,2,,,,"Body weight Mother --pre current pregnancy",[lb_av];kg,2.38,false,"Body weight^pre current pregnancy:Mass:Pt:^Mother:Qn:"
65489-7,"About how much weight did you gain",Mass,Pt,^Patient,Qn,CIDI-SF,PHENX,2.65,ACTIVE,2,,,lb,"About how much weight did you gain [Mass] [CIDI-SF]",[lb_av],2.36,false,"About how much weight did you gain:Mass:Pt:^Patient:Qn:CIDI-SF"
65490-5,"About how much weight did you lose",Mass,Pt,^Patient,Qn,CIDI-SF,PHENX,2.65,ACTIVE,2,,,lb,"About how much weight did you lose [Mass] [CIDI-SF]",[lb_av],2.36,false,"About how much weight did you lose:Mass:Pt:^Patient:Qn:CIDI-SF"
90734-5,"Body weight change goal",Find,Pt,^Patient,Nom,,H&P.HX,2.65,ACTIVE,2,Observation,,,"Body weight change goal",,2.65,false,"Body weight change goal:Find:Pt:^Patient:Nom:"
18692-4,"Body weight special circumstances",Type,Enctr^frst,^Patient,Nom,,ATTACH.ED,2.27,ACTIVE,3,,,,"First Body weight special circumstances",,1.0l,false,"Body weight special circumstances:Type:Enctr^frst:^Patient:Nom:"
65510-0,"Increased weight within the last 2W",Find,2W,^Patient,Ord,QIDS,PHENX,2.65,ACTIVE,2,,,,"Increased weight within the last 2 weeks [QIDS]",,2.36,false,"Increased weight within the last 2W:Find:2W:^Patient:Ord:QIDS"
34565-2,"Vital signs, weight & height panel",-,Pt,^Patient,-,,PANEL.VITALS,2.38,ACTIVE,2,Order,,,"Vital signs, weight and height panel",,2.10,true,"Vital signs, weight & height panel:-:Pt:^Patient:-:"
74006-8,"Weight difference^pre dialysis-post dialysis",MDiff,Pt,^Patient,Qn,Calculated,BDYWGT.MOLEC,2.48,ACTIVE,2,Observation,,kg;lb,"Weight difference [Mass difference] --pre dialysis - post dialysis",kg;[lb_av],2.46,false,"Weight difference^pre dialysis-post dialysis:MDiff:Pt:^Patient:Qn:Calculated"
11767-1,"Body weight percentile",Prctl,Pt,^Patient,Qn,"Comp of est fetal wgt W std pop dist at same estga",OB.US,2.69,DEPRECATED,2,Observation,,%,"Deprecated Body weight percentile Comparison of estimated fetal weight with standard population distribution at same estimated gestational age",%,1.0j-a,false,"Body weight percentile:Prctl:Pt:^Patient:Qn:Comp of est fetal wgt W std pop dist at same estga"
11768-9,"Body weight percentile range",Prctl,Pt,^Fetus,Ord,"Categorization by comparison with standards",OB.US,2.34,ACTIVE,2,Observation,,,"Fetal Body weight percentile range Categorization by comparison with standards",,1.0j-a,false,"Body weight percentile range:Prctl:Pt:^Fetus:Ord:Categorization by comparison with standards"
99516-7,Weight,Mass,Pt,Spleen,Qn,,PATH,2.72,ACTIVE,1,Observation,,g,"Weight of Spleen",g,2.72,false,Weight:Mass:Pt:Spleen:Qn:
99515-9,Weight,Mass,Pt,Heart,Qn,,PATH,2.72,ACTIVE,1,Observation,,g,"Weight of Heart",g,2.72,false,Weight:Mass:Pt:Heart:Qn:
99517-5,Weight,Mass,Pt,Liver,Qn,,PATH,2.72,ACTIVE,1,Observation,,g,"Weight of Liver",g,2.72,false,Weight:Mass:Pt:Liver:Qn:
46728-2,Weight,Mass,Pt,Water,Qn,,SPEC,2.73,ACTIVE,1,Observation,,g,"Weight of Water",g,2.19,false,Weight:Mass:Pt:Water:Qn:
73965-6,"Body muscle mass/body weight",MFr,Pt,^Patient,Qn,Measured,BDYWGT.MOLEC,2.52,ACTIVE,2,Both,,%,"Body muscle mass/Body weight Measured",%,2.44,false,"Body muscle mass/body weight:MFr:Pt:^Patient:Qn:Measured"
99512-6,Weight,Mass,Pt,Brain,Qn,,PATH,2.72,ACTIVE,1,Observation,,g,"Weight of Brain",g,2.72,false,Weight:Mass:Pt:Brain:Qn:
99518-3,Weight,Mass,Pt,Pancreas,Qn,,PATH,2.72,ACTIVE,1,Observation,,g,"Weight of Pancreas",g,2.72,false,Weight:Mass:Pt:Pancreas:Qn:
63850-2,"Weight of dust collected",Mass,Pt,^Patient,Qn,PhenX,PHENX,2.65,TRIAL,2,,,g,"Weight of dust collected [Mass] [PhenX]",g,2.36,false,"Weight of dust collected:Mass:Pt:^Patient:Qn:PhenX"
56083-9,"Body weight^XXX time ago",Mass,Pt,^Patient,Qn,,PHENX,2.69,TRIAL,2,,,gm;lb-oz,"Body weight --XXX time ago",[lb_av];kg,2.29,false,"Body weight^XXX time ago:Mass:Pt:^Patient:Qn:"
62405-6,"PhenX - birth weight protocol 020201",-,Pt,^Patient,-,PhenX,PANEL.PHENX,2.66,TRIAL,2,,,,"PhenX - birth weight protocol 020201",,2.36,true,"PhenX - birth weight protocol 020201:-:Pt:^Patient:-:PhenX"
56076-3,"Pregnancy weight gain.current",-,Pt,^Patient,-,,PANEL.PHENX,2.68,TRIAL,2,,,,"Pregnancy weight gain.current",,2.29,false,"Pregnancy weight gain.current:-:Pt:^Patient:-:"
56068-0,"Self-Reported Maximum Adult Weight",-,Pt,^Patient,-,,PANEL.PHENX,2.68,TRIAL,2,,,,"Self-Reported Maximum Adult Weight",,2.29,false,"Self-Reported Maximum Adult Weight:-:Pt:^Patient:-:"
33247-8,"Specimen weight",Mass,Pt,Sweat,Qn,,SPEC,2.73,ACTIVE,1,Observation,,"gm; mg","Weight of Sweat",mg,2.09,false,"Specimen weight:Mass:Pt:Sweat:Qn:"
29638-4,"Specimen weight",Mass,Pt,Tiss,Qn,,SPEC,2.73,ACTIVE,1,Observation,,mg,"Weight of Tissue",mg,2.03,false,"Specimen weight:Mass:Pt:Tiss:Qn:"
9804-6,Weight,Mass,Pt,Calculus,Qn,,PATH,2.73,ACTIVE,1,Observation,,"grams;gm; mg","Weight of Stone",g,1.0i,false,Weight:Mass:Pt:Calculus:Qn:
99521-7,Weight,Mass,Pt,Kidney.left,Qn,,PATH,2.72,ACTIVE,1,Observation,,g,"Weight of Kidney - left",g,2.72,false,Weight:Mass:Pt:Kidney.left:Qn:
99520-9,Weight,Mass,Pt,Kidney.right,Qn,,PATH,2.72,ACTIVE,1,Observation,,g,"Weight of Kidney - right",g,2.72,false,Weight:Mass:Pt:Kidney.right:Qn:
99513-4,Weight,Mass,Pt,Lung.left,Qn,,PATH,2.72,ACTIVE,1,Observation,,g,"Weight of Lung - left",g,2.72,false,Weight:Mass:Pt:Lung.left:Qn:
99514-2,Weight,Mass,Pt,Lung.right,Qn,,PATH,2.72,ACTIVE,1,Observation,,g,"Weight of Lung - right",g,2.72,false,Weight:Mass:Pt:Lung.right:Qn:
65962-3,"Weight loss",Find,Pt,^Patient,Ord,"DI-PAD CGP V 1.4",PHENX,2.65,ACTIVE,2,,,,"Weight loss [DI-PAD]",,2.36,false,"Weight loss:Find:Pt:^Patient:Ord:DI-PAD CGP V 1.4"
57067-1,"Body weight",Mass,Pt,^Fetus,Qn,"Estimated by palpation",OB.US,2.48,ACTIVE,2,,,g,"Fetal Body weight Estimated by palpation",g,2.29,false,"Body weight:Mass:Pt:^Fetus:Qn:Estimated by palpation"
11727-5,"Body weight",Mass,Pt,^Fetus,Qn,US+Estimated,OB.US,2.73,ACTIVE,2,Observation,,g,"Fetal Body weight estimated by US",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated"
11766-3,"Body weight percentile",Prctl,Pt,^Fetus,Qn,"Per estimated gestational age",OB.US,2.69,ACTIVE,2,Observation,,%,"Fetal Body weight percentile Per estimated gestational age",%,1.0j-a,false,"Body weight percentile:Prctl:Pt:^Fetus:Qn:Per estimated gestational age"
52416-5,"Body weight",Cmplx,Pt,^Patient,Set,,ATTACH,2.40,ACTIVE,3,,,,"Body weight Set",,2.24,false,"Body weight:Cmplx:Pt:^Patient:Set:"
65520-9,"Has your weight influenced how you think about or judge yourself as a person",Find,Pt,^Patient,Ord,EDDS,PHENX,2.65,ACTIVE,2,,,,"Has your weight influenced how you think about or judge yourself as a person [EDDS]",,2.36,false,"Has your weight influenced how you think about or judge yourself as a person:Find:Pt:^Patient:Ord:EDDS"
66744-4,"Heparin/body weight",MCnt,Pt,Bld,Qn,,COAG,2.73,ACTIVE,1,Observation,,mg/Kg,"Heparin/Body weight [Mass/mass] in Blood",mg/kg,2.38,false,"Heparin/body weight:MCnt:Pt:Bld:Qn:"
56077-1,"Body weight^pre current pregnancy",Mass,Pt,^Patient,Qn,,PHENX,2.69,TRIAL,2,,,gm;lb-oz,"Body weight --pre current pregnancy",[lb_av];kg,2.29,false,"Body weight^pre current pregnancy:Mass:Pt:^Patient:Qn:"
98969-9,"Lost weight in last 3Mo",Find,3Mo,^Patient,Ord,,CLIN.RISK,2.72,ACTIVE,2,Observation,,,"Lost weight in last 3 months",,2.72,false,"Lost weight in last 3Mo:Find:3Mo:^Patient:Ord:"
56089-6,"Pregnancy weight gain.most recent",-,Pt,^Patient,-,,PANEL.PHENX,2.73,TRIAL,2,,,,"Pregnancy weight gain.most recent",,2.29,false,"Pregnancy weight gain.most recent:-:Pt:^Patient:-:"
33141-3,"Body weight",Mass,Pt,^Fetus,Qn,"US.estimated from EFW1.Shinozuka 1996",OB.US,2.70,ACTIVE,2,Observation,,kg,"Fetal weight estimated by method of Shinozuka formula 1 1996 (US)",kg,2.09,false,"Body weight:Mass:Pt:^Fetus:Qn:US.estimated from EFW1.Shinozuka 1996"
33142-1,"Body weight",Mass,Pt,^Fetus,Qn,"US.estimated from EFW2.Shinozuka 1996",OB.US,2.70,ACTIVE,2,Observation,,kg,"Fetal weight estimated by method of Shinozuka formula 2 1996 (US)",kg,2.09,false,"Body weight:Mass:Pt:^Fetus:Qn:US.estimated from EFW2.Shinozuka 1996"
33143-9,"Body weight",Mass,Pt,^Fetus,Qn,"US.estimated from EFW3.Shinozuka 1996",OB.US,2.70,ACTIVE,2,Observation,,kg,"Fetal weight estimated by method of Shinozuka formula 3 1996 (US)",kg,2.09,false,"Body weight:Mass:Pt:^Fetus:Qn:US.estimated from EFW3.Shinozuka 1996"
33163-7,"Body weight",Mass,Pt,^Fetus,Qn,"US.estimated from Hansmann 1986",OB.US,2.70,ACTIVE,2,Observation,,kg,"Fetal weight estimated from gestational age by method of Hansmann 1986 (US)",kg,2.09,false,"Body weight:Mass:Pt:^Fetus:Qn:US.estimated from Hansmann 1986"
35654-3,"Creatinine/body weight",RelMRat,24H,Urine,Qn,,CHEM,2.73,ACTIVE,1,Observation,,"mg/kg/24 H","Creatinine/Body weight [Mass/kg/time] in 24 hour Urine",mg/kg/(24.h),2.13,false,"Creatinine/body weight:RelMRat:24H:Urine:Qn:"
54374-4,"Creatinine/body weight",RelSRat,24H,Urine,Qn,,CHEM,2.70,ACTIVE,1,Both,,"mmol/kg/24 H","Creatinine/Body weight [Moles/kg/time] in 24 hour Urine",mmol/kg/(24.h),2.27,false,"Creatinine/body weight:RelSRat:24H:Urine:Qn:"
90744-4,"Youth Risk Behavior Survey - body weight panel",-,Pt,^Patient,-,CDC,PANEL.SURVEY.CDC,2.67,ACTIVE,4,Both,,,"Youth Risk Behavior Survey - body weight panel [CDC]",,2.65,true,"Youth Risk Behavior Survey - body weight panel:-:Pt:^Patient:-:CDC"
56079-7,"Body weight^pre most recent pregnancy",Mass,Pt,^Patient,Qn,,PHENX,2.69,TRIAL,2,,,gm;lb-oz,"Body weight --pre most recent pregnancy",[lb_av];kg,2.29,false,"Body weight^pre most recent pregnancy:Mass:Pt:^Patient:Qn:"
79348-9,"Body weight^used for drug calculation",Mass,Pt,^Patient,Qn,,CLIN,2.73,ACTIVE,2,Both,,kg,"Body weight --used for drug calculation",[lb_av];kg,2.54,false,"Body weight^used for drug calculation:Mass:Pt:^Patient:Qn:"
30078-0,"Specimen weight",Mass,Pt,Stool,Qn,,SPEC,2.73,ACTIVE,1,Observation,,grams;gm,"Weight of Stool",g,2.04,false,"Specimen weight:Mass:Pt:Stool:Qn:"
3154-2,"Specimen weight",Mass,Pt,XXX,Qn,,SPEC,2.73,ACTIVE,1,Observation,,,"Weight of Specimen",g,1.0,false,"Specimen weight:Mass:Pt:XXX:Qn:"
34648-6,"Specimen weight",Mass,XXX,Stool,Qn,,SPEC,2.73,ACTIVE,1,Observation,,g,"Weight of unspecified time Stool",g,2.11,false,"Specimen weight:Mass:XXX:Stool:Qn:"
18833-4,"Body weight",Mass,Enctr^frst,^Patient,Qn,Measured,ATTACH.CLINRPT,2.73,ACTIVE,3,,,kg;lb,"First Body weight",kg;[lb_av],1.0l,false,"Body weight:Mass:Enctr^frst:^Patient:Qn:Measured"
65519-1,"Have you had a definite fear that you might gain weight or become fat",Find,Pt,^Patient,Ord,EDDS,PHENX,2.65,ACTIVE,2,,,,"Have you had a definite fear that you might gain weight or become fat [EDDS]",,2.36,false,"Have you had a definite fear that you might gain weight or become fat:Find:Pt:^Patient:Ord:EDDS"
56094-6,"Body weight^at birth",-,Pt,^Patient,-,NHANES,PANEL.H&P,2.68,TRIAL,2,,,,"Birth weight [NHANES]",,2.29,false,"Body weight^at birth:-:Pt:^Patient:-:NHANES"
58229-6,"Body weight^when specimen taken",Mass,Pt,^Patient,Qn,Measured,CLIN,2.70,ACTIVE,2,Observation,,g,"Body weight Measured --when specimen taken",[lb_av];kg,2.30,false,"Body weight^when specimen taken:Mass:Pt:^Patient:Qn:Measured"
90730-3,"Self-perception of body weight",Find,Pt,^Patient,Ord,,H&P.HX,2.65,ACTIVE,2,Observation,,,"Self-perception of body weight",,2.65,false,"Self-perception of body weight:Find:Pt:^Patient:Ord:"
3153-4,"Specimen weight",Mass,24H,XXX,Qn,,SPEC,2.73,ACTIVE,1,Observation,,,"Weight of 24 hour Specimen",g,1.0,false,"Specimen weight:Mass:24H:XXX:Qn:"
46729-0,"Weight container+Specimen",Mass,Pt,Stool,Qn,,SPEC,2.44,ACTIVE,1,Observation,,g,"Weight container+Specimen of Stool",g,2.19,false,"Weight container+Specimen:Mass:Pt:Stool:Qn:"
80415-3,"Body weight growth percentile",Prctl,Pt,^Fetus,Qn,"US+Estimated from Hadlock 1991",OB.US,2.54,ACTIVE,2,Both,,%,"Fetal Body weight growth percentile US+Estimated from Hadlock 1991",%,2.54,false,"Body weight growth percentile:Prctl:Pt:^Fetus:Qn:US+Estimated from Hadlock 1991"
98032-6,"Body weight.current fetus/Body weight.heaviest fetus",MRto,Pt,^Fetuses,Qn,US+Calculated,OB.US,2.70,ACTIVE,2,Observation,,%,"Fetal body weight/Heaviest fetus body weight US+Calculated",%,2.70,false,"Body weight.current fetus/Body weight.heaviest fetus:MRto:Pt:^Fetuses:Qn:US+Calculated"
18690-8,"Body weight",Cmplx,Enctr^frst,^Patient,Set,,ATTACH.ED,2.40,ACTIVE,3,,,,"First Body weight Set",,1.0l,false,"Body weight:Cmplx:Enctr^frst:^Patient:Set:"
35657-6,"Urea nitrogen/body weight",RelMRat,24H,Urine,Qn,,CHEM,2.70,ACTIVE,1,Observation,,"mg/24 H/kg","Urea nitrogen/Body weight [Mass/kg/time] in 24 hour Urine",mg/(24.h)/kg,2.13,false,"Urea nitrogen/body weight:RelMRat:24H:Urine:Qn:"
66330-2,"About how much weight did you gain and lose",Mass,Pt,^Patient,Qn,QIDS,PHENX,2.65,ACTIVE,2,,,lb,"About how much weight did you gain and lose [Mass] [QIDS]",[lb_av],2.38,false,"About how much weight did you gain and lose:Mass:Pt:^Patient:Qn:QIDS"
72084-7,"Fluid and weight panel",-,Pt,^Patient,-,ESRD,PANEL.SURVEY.ESRD,2.44,TRIAL,4,,,,"Fluid and weight panel [ESRD]",,2.40,true,"Fluid and weight panel:-:Pt:^Patient:-:ESRD"
70377-7,"I have gained weight in the past 7D",Find,7D,^Patient,Ord,FACIT,SURVEY.GNHLTH,2.66,ACTIVE,4,,"Copyright © 2010 FACIT.org. Used with permission. All translations, adaptations, symptom indices, computer programs, and scoring algorithms, and any other related documents of the Functional Assessment of Chronic Illness Therapy (FACIT) Measurement System, including the Functional Assessment of Cancer Therapy (FACT), are owned and copyrighted by, and the intellectual property of, David Cella, Ph.D.",,"I have gained weight in the past 7 days [FACIT]",,2.40,false,"I have gained weight in the past 7D:Find:7D:^Patient:Ord:FACIT"
70346-2,"I am losing weight in the past 7D",Find,7D,^Patient,Ord,FACIT,SURVEY.GNHLTH,2.66,ACTIVE,4,,"Copyright © 2010 FACIT.org. Used with permission. All translations, adaptations, symptom indices, computer programs, and scoring algorithms, and any other related documents of the Functional Assessment of Chronic Illness Therapy (FACIT) Measurement System, including the Functional Assessment of Cancer Therapy (FACT), are owned and copyrighted by, and the intellectual property of, David Cella, Ph.D.",,"I am losing weight in the past 7 days [FACIT]",,2.40,false,"I am losing weight in the past 7D:Find:7D:^Patient:Ord:FACIT"
25530-7,"Specimen weight",MRat,24H,Stool,Qn,,SPEC,2.73,ACTIVE,1,Observation,,,"Weight [Mass/time] of 24 hour Stool",,2.00,false,"Specimen weight:MRat:24H:Stool:Qn:"
98031-8,"Body weight discordance",MRto,Pt,^Fetuses,Qn,US+Calculated,OB.US,2.70,ACTIVE,2,Observation,,%,"Body weight discordance in multiple fetuses US+Calculated",%,2.70,false,"Body weight discordance:MRto:Pt:^Fetuses:Qn:US+Calculated"
33185-0,"Body weight growth percentile",Prctl,Pt,^Fetus,Qn,"US.estimated from Alexander 1996",OB.US,2.70,ACTIVE,2,Observation,,%,"Fetal body weight growth percentile estimated from gestational age by method of Alexander 1996 (US)",%,2.09,false,"Body weight growth percentile:Prctl:Pt:^Fetus:Qn:US.estimated from Alexander 1996"
