LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
34923-3,"Monoblasts/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Monoblasts/100 leukocytes in Blood",%,2.11,false,"Monoblasts/100 leukocytes:NFr:Pt:Bld:Qn:"
26485-3,"Monocytes/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Monocytes/100 leukocytes in Blood",%,2.00,false,"Monocytes/100 leukocytes:NFr:Pt:Bld:Qn:"
30445-1,"Myeloblasts/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Myeloblasts/100 leukocytes in Blood",%,2.04,false,"Myeloblasts/100 leukocytes:NFr:Pt:Bld:Qn:"
30465-9,"Prolymphocytes/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Prolymphocytes/100 leukocytes in Blood",%,2.04,false,"Prolymphocytes/100 leukocytes:NFr:Pt:Bld:Qn:"
30466-7,"Promonocytes/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Promonocytes/100 leukocytes in Blood",%,2.04,false,"Promonocytes/100 leukocytes:NFr:Pt:Bld:Qn:"
74455-7,"Blasts/100 leukocytes",NFr,Pt,BldCo,Qn,,HEM/BC,2.50,ACTIVE,1,Observation,,%,"Blasts/100 leukocytes in Cord blood",%,2.46,false,"Blasts/100 leukocytes:NFr:Pt:BldCo:Qn:"
54414-8,"Leukocyte-poor plateletpheresis units given",Num,Pt,^BPU,Qn,,BLDBK,2.73,ACTIVE,1,Observation,,,"Leukocyte-poor plateletpheresis units given [#]","{#};{# units}",2.27,false,"Leukocyte-poor plateletpheresis units given:Num:Pt:^BPU:Qn:"
26471-3,"Leukocytes other/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Leukocytes other/100 leukocytes in Blood",%,2.00,false,"Leukocytes other/100 leukocytes:NFr:Pt:Bld:Qn:"
30411-3,"Leukocytes.left shift",PrThr,Pt,Bld,Ord,,HEM/BC,2.73,ACTIVE,1,Observation,,,"Leukocytes Left Shift [Presence] in Blood",,2.04,false,"Leukocytes.left shift:PrThr:Pt:Bld:Ord:"
26478-8,"Lymphocytes/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Lymphocytes/100 leukocytes in Blood",%,2.00,false,"Lymphocytes/100 leukocytes:NFr:Pt:Bld:Qn:"
30423-8,"Lymphoma cells/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,%,"Lymphoma cells/100 leukocytes in Blood",%,2.04,false,"Lymphoma cells/100 leukocytes:NFr:Pt:Bld:Qn:"
26450-7,"Eosinophils/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Eosinophils/100 leukocytes in Blood",%,2.00,false,"Eosinophils/100 leukocytes:NFr:Pt:Bld:Qn:"
55433-7,"Immature cells/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Immature cells/100 leukocytes in Blood",%,2.27,false,"Immature cells/100 leukocytes:NFr:Pt:Bld:Qn:"
34915-9,"Malignant cells/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.50,ACTIVE,1,Observation,,%,"Malignant cells/100 leukocytes in Blood",%,2.11,false,"Malignant cells/100 leukocytes:NFr:Pt:Bld:Qn:"
28541-1,"Metamyelocytes/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Metamyelocytes/100 leukocytes in Blood",%,2.00,false,"Metamyelocytes/100 leukocytes:NFr:Pt:Bld:Qn:"
26498-6,"Myelocytes/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Myelocytes/100 leukocytes in Blood",%,2.00,false,"Myelocytes/100 leukocytes:NFr:Pt:Bld:Qn:"
26511-6,"Neutrophils/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Neutrophils/100 leukocytes in Blood",%,2.00,false,"Neutrophils/100 leukocytes:NFr:Pt:Bld:Qn:"
33990-3,"Normoblasts/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,"/100 WBC","Normoblasts/100 leukocytes in Blood",/100{WBCs},2.09,false,"Normoblasts/100 leukocytes:NFr:Pt:Bld:Qn:"
34917-5,"Plasma cell precursor/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.50,ACTIVE,1,Observation,,%,"Plasma cell precursor/100 leukocytes in Blood",%,2.11,false,"Plasma cell precursor/100 leukocytes:NFr:Pt:Bld:Qn:"
26524-9,"Promyelocytes/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Promyelocytes/100 leukocytes in Blood",%,2.00,false,"Promyelocytes/100 leukocytes:NFr:Pt:Bld:Qn:"
30463-4,"Promyelocytes/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.70,DEPRECATED,1,Observation,,%,"Deprecated Promyelocytes/100 leukocytes in Blood",%,2.04,false,"Promyelocytes/100 leukocytes:NFr:Pt:Bld:Qn:"
34919-1,"Sezary cells/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,%,"Sezary cells/100 leukocytes in Blood",%,2.11,false,"Sezary cells/100 leukocytes:NFr:Pt:Bld:Qn:"
34992-8,"Smudge cells/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.50,ACTIVE,1,Observation,,%,"Smudge cells/100 leukocytes in Blood",%,2.11,false,"Smudge cells/100 leukocytes:NFr:Pt:Bld:Qn:"
74405-2,"Eosinophils/100 leukocytes",NFr,Pt,BldCo,Qn,,HEM/BC,2.50,ACTIVE,1,Observation,,%,"Eosinophils/100 leukocytes in Cord blood",%,2.46,false,"Eosinophils/100 leukocytes:NFr:Pt:BldCo:Qn:"
74407-8,"Basophils/100 leukocytes",NFr,Pt,BldCo,Qn,,HEM/BC,2.50,ACTIVE,1,Observation,,%,"Basophils/100 leukocytes in Cord blood",%,2.46,false,"Basophils/100 leukocytes:NFr:Pt:BldCo:Qn:"
74400-3,"Monocytes/100 leukocytes",NFr,Pt,BldCo,Qn,,HEM/BC,2.50,ACTIVE,1,Both,,%,"Monocytes/100 leukocytes in Cord blood",%,2.46,false,"Monocytes/100 leukocytes:NFr:Pt:BldCo:Qn:"
74403-7,"Normoblasts/100 leukocytes",NFr,Pt,BldCo,Qn,,HEM/BC,2.50,ACTIVE,1,Observation,,%,"Normoblasts/100 leukocytes in Cord blood",%,2.46,false,"Normoblasts/100 leukocytes:NFr:Pt:BldCo:Qn:"
33028-2,Leukocytes,NCnc,Pt,Bld^BPU,Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,10*3/uL,"Leukocytes [#/volume] in Blood from Blood product unit",10*3/uL,2.09,false,Leukocytes:NCnc:Pt:Bld^BPU:Qn:
2563-5,"Leukocyte esterase",CCnc,Pt,WBC,Qn,,CHEM,2.73,ACTIVE,1,Both,,,"Leukocyte esterase [Enzymatic activity/volume] in Leukocytes",,1.0,false,"Leukocyte esterase:CCnc:Pt:WBC:Qn:"
33052-2,Leukocytes,PrThr,Pt,Urine,Ord,,UA,2.73,ACTIVE,1,Observation,,,"Leukocytes [Presence] in Urine",,2.09,false,Leukocytes:PrThr:Pt:Urine:Ord:
35058-7,"Hairy cells/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.50,ACTIVE,1,Observation,,%,"Hairy cells/100 leukocytes in Blood",%,2.11,false,"Hairy cells/100 leukocytes:NFr:Pt:Bld:Qn:"
21114-4,"Blasts/100 leukocytes",NFr,Pt,Bld,Qn,"Automated count",HEM/BC,2.70,DEPRECATED,1,Observation,,%,"Deprecated Blasts/100 leukocytes in Blood by Automated count",%,1.0m,false,"Blasts/100 leukocytes:NFr:Pt:Bld:Qn:Automated count"
709-6,"Blasts/100 leukocytes",NFr,Pt,Bld,Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Blasts/100 leukocytes in Blood by Manual count",%,1.0,false,"Blasts/100 leukocytes:NFr:Pt:Bld:Qn:Manual count"
74460-7,"Blasts/100 leukocytes",NFr,Pt,Bld^Fetus,Qn,,HEM/BC,2.50,ACTIVE,1,Observation,,%,"Blasts/100 leukocytes in Blood from Fetus",%,2.46,false,"Blasts/100 leukocytes:NFr:Pt:Bld^Fetus:Qn:"
71669-6,Blasts/leukocytes,NFr.DF,Pt,Bld,Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,,"Blasts/Leukocytes [Pure number fraction] in Blood by Manual count",,2.42,false,"Blasts/leukocytes:NFr.DF:Pt:Bld:Qn:Manual count"
26463-0,"Large unstained cells/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,%,"Large unstained cells/100 leukocytes in Blood",%,2.00,false,"Large unstained cells/100 leukocytes:NFr:Pt:Bld:Qn:"
74347-6,"Leukocyte aggregates",PrThr,Pt,Bld,Ord,Microscopy.light,HEM/BC,2.56,ACTIVE,1,Both,,,"Leukocyte aggregates [Presence] in Blood by Light microscopy",,2.46,false,"Leukocyte aggregates:PrThr:Pt:Bld:Ord:Microscopy.light"
61179-8,"Leukocyte morphology finding",Prid,Pt,Bld^Fetus,Nom,,HEM/BC,2.34,ACTIVE,1,Observation,,,"Leukocyte morphology finding [Identifier] in Blood from Fetus",,2.34,false,"Leukocyte morphology finding:Prid:Pt:Bld^Fetus:Nom:"
50672-5,"Leukocyte toxic vacuoles",PrThr,Pt,Bld,Ord,Microscopy.light,HEM/BC,2.73,ACTIVE,1,Observation,,,"Leukocyte toxic vacuoles [Presence] in Blood by Light microscopy",,2.22,false,"Leukocyte toxic vacuoles:PrThr:Pt:Bld:Ord:Microscopy.light"
26464-8,Leukocytes,NCnc,Pt,Bld,Qn,,HEM/BC,2.73,ACTIVE,1,Both,,/uL,"Leukocytes [#/volume] in Blood",10*3/uL,2.00,false,Leukocytes:NCnc:Pt:Bld:Qn:
49498-9,Leukocytes,NCnc,Pt,Bld,Qn,Estimate,HEM/BC,2.73,ACTIVE,1,Observation,,10*3/mm3,"Leukocytes [#/volume] in Blood by Estimate",10*3/uL,2.22,false,Leukocytes:NCnc:Pt:Bld:Qn:Estimate
30406-3,"Leukocytes other",NCnc,Pt,Bld,Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,10*9/L,"Leukocytes other [#/volume] in Blood",10*3/uL,2.04,false,"Leukocytes other:NCnc:Pt:Bld:Qn:"
15190-2,"Leukocytes other",Prid,Pt,Bld,Nom,"Automated count",HEM/BC,2.07,ACTIVE,1,Observation,,,"Leukocytes other [Identifier] in Blood by Automated count",,1.0k,false,"Leukocytes other:Prid:Pt:Bld:Nom:Automated count"
730-2,"Leukocytes other/100 leukocytes",NFr,Pt,Bld,Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Leukocytes other/100 leukocytes in Blood by Manual count",%,1.0,false,"Leukocytes other/100 leukocytes:NFr:Pt:Bld:Qn:Manual count"
52999-0,Leukocytes.disintegrated,NCnc,Pt,Bld,Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,10*9/L,"Leukocytes.disintegrated [#/volume] in Blood",10*3/uL,2.24,false,Leukocytes.disintegrated:NCnc:Pt:Bld:Qn:
33831-9,"Lymphoblasts/100 leukocytes",NFr,Pt,Bld,Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Lymphoblasts/100 leukocytes in Blood by Manual count",%,2.09,false,"Lymphoblasts/100 leukocytes:NFr:Pt:Bld:Qn:Manual count"
30413-9,"Lymphocytes.abnormal/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Abnormal lymphocytes/100 leukocytes in Blood",%,2.04,false,"Lymphocytes.abnormal/100 leukocytes:NFr:Pt:Bld:Qn:"
30419-6,"Lymphocytes.clefted/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,%,"Lymphocytes clefted/100 leukocytes in Blood",%,2.04,false,"Lymphocytes.clefted/100 leukocytes:NFr:Pt:Bld:Qn:"
34920-9,"Lymphocytes.immunoblastic/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,%,"Lymphocytes Immunoblastic/100 leukocytes in Blood",%,2.11,false,"Lymphocytes.immunoblastic/100 leukocytes:NFr:Pt:Bld:Qn:"
34921-7,"Lymphocytes.plasmacytoid/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,%,"Lymphocytes Plasmacytoid/100 leukocytes in Blood",%,2.11,false,"Lymphocytes.plasmacytoid/100 leukocytes:NFr:Pt:Bld:Qn:"
30365-1,"Lymphocytes/100 leukocytes",NFr,Pt,Bld,Qn,"Flow cytometry",CELLMARK,2.73,ACTIVE,1,Observation,,%,"Lymphocytes/100 leukocytes in Blood by Flow cytometry (FC)",%,2.04,false,"Lymphocytes/100 leukocytes:NFr:Pt:Bld:Qn:Flow cytometry"
737-7,"Lymphocytes/100 leukocytes",NFr,Pt,Bld,Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Lymphocytes/100 leukocytes in Blood by Manual count",%,1.0,false,"Lymphocytes/100 leukocytes:NFr:Pt:Bld:Qn:Manual count"
74461-5,"Lymphocytes/100 leukocytes",NFr,Pt,Bld^Fetus,Qn,,HEM/BC,2.50,ACTIVE,1,Observation,,%,"Lymphocytes/100 leukocytes in Blood from Fetus",%,2.46,false,"Lymphocytes/100 leukocytes:NFr:Pt:Bld^Fetus:Qn:"
71673-8,Lymphocytes/leukocytes,NFr.DF,Pt,Bld,Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,,"Lymphocytes/Leukocytes [Pure number fraction] in Blood by Manual count",,2.42,false,"Lymphocytes/leukocytes:NFr.DF:Pt:Bld:Qn:Manual count"
4662-3,"Lymphocytes+Monocytes/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.50,ACTIVE,1,Observation,,%,"Lymphocytes+Monocytes/100 leukocytes in Blood",%,1.0,false,"Lymphocytes+Monocytes/100 leukocytes:NFr:Pt:Bld:Qn:"
24104-2,"Lymphoma cells/100 leukocytes",NFr,Pt,Bld,Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Lymphoma cells/100 leukocytes in Blood by Manual count",%,1.0o,false,"Lymphoma cells/100 leukocytes:NFr:Pt:Bld:Qn:Manual count"
34913-4,"Eosinophils.immature/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.54,ACTIVE,1,Observation,,%,"Immature eosinophils/100 leukocytes in Blood",%,2.11,false,"Eosinophils.immature/100 leukocytes:NFr:Pt:Bld:Qn:"
714-6,"Eosinophils/100 leukocytes",NFr,Pt,Bld,Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Eosinophils/100 leukocytes in Blood by Manual count",%,1.0,false,"Eosinophils/100 leukocytes:NFr:Pt:Bld:Qn:Manual count"
71674-6,Eosinophils/leukocytes,NFr.DF,Pt,Bld,Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,,"Eosinophils/Leukocytes [Pure number fraction] in Blood by Manual count",,2.42,false,"Eosinophils/leukocytes:NFr.DF:Pt:Bld:Qn:Manual count"
34911-8,"Basophils.immature/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.54,ACTIVE,1,Observation,,%,"Immature basophils/100 leukocytes in Blood",%,2.11,false,"Basophils.immature/100 leukocytes:NFr:Pt:Bld:Qn:"
707-0,"Basophils/100 leukocytes",NFr,Pt,Bld,Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Basophils/100 leukocytes in Blood by Manual count",%,1.0,false,"Basophils/100 leukocytes:NFr:Pt:Bld:Qn:Manual count"
74462-3,"Basophils/100 leukocytes",NFr,Pt,Bld^Fetus,Qn,,HEM/BC,2.50,ACTIVE,1,Observation,,%,"Basophils/100 leukocytes in Blood from Fetus",%,2.46,false,"Basophils/100 leukocytes:NFr:Pt:Bld^Fetus:Qn:"
71675-3,Basophils/leukocytes,NFr.DF,Pt,Bld,Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,,"Basophils/Leukocytes [Pure number fraction] in Blood by Manual count",,2.42,false,"Basophils/leukocytes:NFr.DF:Pt:Bld:Qn:Manual count"
38518-7,"Granulocytes.immature/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Immature granulocytes/100 leukocytes in Blood",%,2.14,false,"Granulocytes.immature/100 leukocytes:NFr:Pt:Bld:Qn:"
33837-6,"Malignant cells/100 leukocytes",NFr,Pt,Bld,Qn,"Manual count",HEM/BC,2.50,ACTIVE,1,Observation,,%,"Malignant cells/100 leukocytes in Blood by Manual count",%,2.09,false,"Malignant cells/100 leukocytes:NFr:Pt:Bld:Qn:Manual count"
55376-8,"Megaloblasts/100 leukocytes",NFr,Pt,Bld,Qn,"Manual count",HEM/BC,2.50,ACTIVE,1,Observation,,%,"Megaloblasts/100 leukocytes in Blood by Manual count",%,2.27,false,"Megaloblasts/100 leukocytes:NFr:Pt:Bld:Qn:Manual count"
74428-4,"Metamyelocytes.neutrophilic/100 leukocytes",NFr,Pt,Bld,Qn,"Manual count",HEM/BC,2.50,ACTIVE,1,Observation,,%,"Metamyelocytes.neutrophilic/100 leukocytes in Blood by Manual count",%,2.46,false,"Metamyelocytes.neutrophilic/100 leukocytes:NFr:Pt:Bld:Qn:Manual count"
740-1,"Metamyelocytes/100 leukocytes",NFr,Pt,Bld,Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Metamyelocytes/100 leukocytes in Blood by Manual count",%,1.0,false,"Metamyelocytes/100 leukocytes:NFr:Pt:Bld:Qn:Manual count"
62858-6,"Micromegakaryocytes/100 leukocytes",NFr,Pt,Bld,Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Micromegakaryocytes/100 leukocytes in Blood by Manual count",%,2.36,false,"Micromegakaryocytes/100 leukocytes:NFr:Pt:Bld:Qn:Manual count"
33840-0,"Monoblasts/100 leukocytes",NFr,Pt,Bld,Qn,"Manual count",HEM/BC,2.50,ACTIVE,1,Observation,,%,"Monoblasts/100 leukocytes in Blood by Manual count",%,2.09,false,"Monoblasts/100 leukocytes:NFr:Pt:Bld:Qn:Manual count"
30441-0,"Monocytes.abnormal/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.50,ACTIVE,1,Observation,,%,"Monocytes Abnormal/100 leukocytes in Blood",%,2.04,false,"Monocytes.abnormal/100 leukocytes:NFr:Pt:Bld:Qn:"
34925-8,"Monocytes.immature/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,%,"Immature monocytes/100 leukocytes in Blood",%,2.11,false,"Monocytes.immature/100 leukocytes:NFr:Pt:Bld:Qn:"
5905-5,"Monocytes/100 leukocytes",NFr,Pt,Bld,Qn,"Automated count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Monocytes/100 leukocytes in Blood by Automated count",%,1.0,false,"Monocytes/100 leukocytes:NFr:Pt:Bld:Qn:Automated count"
101147-7,"Monocytes/100 leukocytes",NFr,Pt,Bld,Qn,"Flow cytometry",CELLMARK,2.75,ACTIVE,1,Observation,,%,"Monocytes/100 leukocytes in Blood by Flow cytometry (FC)",%,2.74,false,"Monocytes/100 leukocytes:NFr:Pt:Bld:Qn:Flow cytometry"
744-3,"Monocytes/100 leukocytes",NFr,Pt,Bld,Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Monocytes/100 leukocytes in Blood by Manual count",%,1.0,false,"Monocytes/100 leukocytes:NFr:Pt:Bld:Qn:Manual count"
71672-0,Monocytes/leukocytes,NFr.DF,Pt,Bld,Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Monocytes/Leukocytes [Pure number fraction] in Blood by Manual count",,2.42,false,"Monocytes/leukocytes:NFr.DF:Pt:Bld:Qn:Manual count"
53126-9,"Monocytes+Macrophages/100 leukocytes",NFr,Pt,Bld,Qn,,HEM/BC,2.50,ACTIVE,1,Observation,,%,"Monocytes+Macrophages/100 leukocytes in Blood",%,2.24,false,"Monocytes+Macrophages/100 leukocytes:NFr:Pt:Bld:Qn:"
30367-7,"Myeloblasts/100 leukocytes",NFr,Pt,Bld,Qn,"Automated count",HEM/BC,2.70,DEPRECATED,1,Observation,,%,"Deprecated Myeloblasts/100 leukocytes in Blood by Automated count",%,2.04,false,"Myeloblasts/100 leukocytes:NFr:Pt:Bld:Qn:Automated count"
747-6,"Myeloblasts/100 leukocytes",NFr,Pt,Bld,Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Myeloblasts/100 leukocytes in Blood by Manual count",%,1.0,false,"Myeloblasts/100 leukocytes:NFr:Pt:Bld:Qn:Manual count"
74427-6,"Myelocytes.eosinophilic/100 leukocytes",NFr,Pt,Bld,Qn,"Manual count",HEM/BC,2.50,ACTIVE,1,Observation,,%,"Myelocytes.eosinophilic/100 leukocytes in Blood by Manual count",%,2.46,false,"Myelocytes.eosinophilic/100 leukocytes:NFr:Pt:Bld:Qn:Manual count"
74425-0,"Myelocytes.neutrophilic/100 leukocytes",NFr,Pt,Bld,Qn,"Manual count",HEM/BC,2.50,ACTIVE,1,Observation,,%,"Myelocytes.neutrophilic/100 leukocytes in Blood by Manual count",%,2.46,false,"Myelocytes.neutrophilic/100 leukocytes:NFr:Pt:Bld:Qn:Manual count"
